Date:;2016-08-22 15:08:00
Firmware Version:;0x0150;0x2100;0x0000;0x0000
ESCON Studio Version:;2.2
Index:;0x3002
Subindex:;0x00
Max. samples:;1024
Recorded samples:;1024
Sampling period:;10.098
Time;Actual Speed
ms;rpm
0.000;0.0
10.098;0.0
20.196;0.0
30.294;0.0
40.392;0.0
50.490;0.0
60.588;0.0
70.686;0.0
80.784;0.0
90.882;0.0
100.980;0.0
111.078;0.0
121.176;0.0
131.274;0.0
141.372;0.0
151.470;0.0
161.568;0.0
171.666;0.0
181.764;0.0
191.862;0.0
201.960;0.0
212.058;0.0
222.156;0.0
232.254;0.0
242.352;0.0
252.450;0.0
262.548;0.0
272.646;0.0
282.744;0.0
292.842;0.0
302.940;0.0
313.038;0.0
323.136;0.0
333.234;0.0
343.332;0.0
353.430;0.0
363.528;0.0
373.626;0.0
383.724;0.0
393.822;0.0
403.920;0.0
414.018;0.0
424.116;0.0
434.214;0.0
444.312;0.0
454.410;0.0
464.508;0.0
474.606;0.0
484.704;0.0
494.802;0.0
504.900;0.0
514.998;0.0
525.096;0.0
535.194;0.0
545.292;0.0
555.390;0.0
565.488;0.0
575.586;0.0
585.684;0.0
595.782;0.0
605.880;0.0
615.978;0.0
626.076;0.0
636.174;0.0
646.272;0.0
656.370;0.0
666.468;0.0
676.566;0.0
686.664;0.0
696.762;0.0
706.860;0.0
716.958;0.0
727.056;0.0
737.154;0.0
747.252;0.0
757.350;0.0
767.448;0.0
777.546;0.0
787.644;0.0
797.742;0.0
807.840;0.0
817.938;0.0
828.036;0.0
838.134;0.0
848.232;0.0
858.330;0.0
868.428;0.0
878.526;0.0
888.624;0.0
898.722;0.0
908.820;0.0
918.918;0.0
929.016;0.0
939.114;0.0
949.212;0.0
959.310;0.0
969.408;0.0
979.506;0.0
989.604;0.0
999.702;0.0
1009.800;0.0
1019.898;0.0
1029.996;0.0
1040.094;0.0
1050.192;0.0
1060.290;0.0
1070.388;0.0
1080.486;0.0
1090.584;0.0
1100.682;0.0
1110.780;0.0
1120.878;0.0
1130.976;0.0
1141.074;0.0
1151.172;0.0
1161.270;0.0
1171.368;0.0
1181.466;0.0
1191.564;0.0
1201.662;0.0
1211.760;0.0
1221.858;0.0
1231.956;0.0
1242.054;0.0
1252.152;0.0
1262.250;0.0
1272.348;0.0
1282.446;0.0
1292.544;0.0
1302.642;0.0
1312.740;0.0
1322.838;0.0
1332.936;0.0
1343.034;0.0
1353.132;0.0
1363.230;0.0
1373.328;0.0
1383.426;0.0
1393.524;0.0
1403.622;0.0
1413.720;0.0
1423.818;0.0
1433.916;0.0
1444.014;0.0
1454.112;0.0
1464.210;0.0
1474.308;0.0
1484.406;0.0
1494.504;0.0
1504.602;0.0
1514.700;0.0
1524.798;0.0
1534.896;0.0
1544.994;0.0
1555.092;0.0
1565.190;0.0
1575.288;0.0
1585.386;0.0
1595.484;0.0
1605.582;0.0
1615.680;0.0
1625.778;0.0
1635.876;0.0
1645.974;0.0
1656.072;0.0
1666.170;0.0
1676.268;0.0
1686.366;0.0
1696.464;0.0
1706.562;0.0
1716.660;0.0
1726.758;0.0
1736.856;0.0
1746.954;0.0
1757.052;0.0
1767.150;0.0
1777.248;0.0
1787.346;0.0
1797.444;0.0
1807.542;0.0
1817.640;0.0
1827.738;0.0
1837.836;0.0
1847.934;0.0
1858.032;0.0
1868.130;0.0
1878.228;0.0
1888.326;0.0
1898.424;0.0
1908.522;0.0
1918.620;0.0
1928.718;0.0
1938.816;0.0
1948.914;0.0
1959.012;0.0
1969.110;0.0
1979.208;0.0
1989.306;0.0
1999.404;0.0
2009.502;0.0
2019.600;0.0
2029.698;0.0
2039.796;0.0
2049.894;0.0
2059.992;0.0
2070.090;0.0
2080.188;0.0
2090.286;0.0
2100.384;-37.1
2110.482;-37.1
2120.580;-55.9
2130.678;-55.9
2140.776;-64.0
2150.874;-64.0
2160.972;-78.1
2171.070;-78.1
2181.168;-76.8
2191.266;-92.6
2201.364;-92.1
2211.462;-109.5
2221.560;-107.0
2231.658;-101.6
2241.756;-121.6
2251.854;-116.1
2261.952;-129.2
2272.050;-142.6
2282.148;-135.4
2292.246;-146.4
2302.344;-140.5
2312.442;-166.8
2322.540;-163.6
2332.638;-167.7
2342.736;-169.4
2352.834;-191.1
2362.932;-169.0
2373.030;-180.4
2383.128;-196.7
2393.226;-202.7
2403.324;-185.8
2413.422;-196.6
2423.520;-199.7
2433.618;-227.8
2443.716;-228.0
2453.814;-228.9
2463.912;-248.8
2474.010;-240.2
2484.108;-241.5
2494.206;-267.1
2504.304;-254.0
